Dia,Desde,Hacia,Costo
Día 129,1,6,2259
Día 129,1,7,590
Día 129,1,8,2955
Día 129,2,1,3196
Día 129,2,3,2262
Día 129,2,4,3171
Día 129,2,5,2741
Día 129,2,6,2067
Día 129,2,7,2051
Día 129,2,8,3187
Día 129,3,1,1375
Día 129,3,2,2280
Día 129,3,4,642
Día 129,3,5,479
Día 129,3,6,1139
Día 129,3,7,1252
Día 129,3,8,2623
Día 129,4,1,1167
Día 129,4,2,3226
Día 129,4,3,804
Día 129,4,5,1138
Día 129,4,6,2338
Día 129,4,7,587
Día 129,4,8,3245
Día 129,5,1,1210
Día 129,5,2,2698
Día 129,5,3,314
Día 129,5,4,1284
Día 129,5,6,1580
Día 129,5,7,1199
Día 129,5,8,2568
Día 129,6,1,2364
Día 129,6,2,2157
Día 129,6,3,1051
Día 129,6,4,2528
Día 129,6,5,1554
Día 129,6,7,3795
Día 129,6,8,3352
Día 129,7,1,502
Día 129,7,2,2091
Día 129,7,3,1399
Día 129,7,4,382
Día 129,7,5,1380
Día 129,7,6,3725
Día 129,7,8,3634
Día 129,8,1,2623
Día 129,8,2,3267
Día 129,8,3,2934
Día 129,8,4,3398
Día 129,8,5,2431
Día 129,8,6,3102
Día 129,8,7,3467
Día 130,1,2,3175
Día 130,1,3,1339
Día 130,1,4,1337
Día 130,1,5,1006
Día 130,1,6,2431
Día 130,1,7,563
Día 130,1,8,2994
Día 130,2,1,3108
Día 130,2,3,2591
Día 130,2,4,3007
Día 130,2,5,2893
Día 130,2,6,1971
Día 130,2,7,2166
Día 130,2,8,3336
Día 130,3,1,1369
Día 130,3,2,2566
Día 130,3,4,899
Día 130,3,5,266
Día 130,3,6,1336
Día 130,3,7,1126
Día 130,3,8,2840
Día 130,4,1,1144
Día 130,4,2,3027
Día 130,4,3,719
Día 130,4,5,1057
Día 130,4,6,2525
Día 130,4,7,261
Día 130,4,8,3069
Día 130,5,1,1219
Día 130,5,2,2670
Día 130,5,3,245
Día 130,5,4,1131
Día 130,5,6,1688
Día 130,5,7,1297
Día 130,5,8,2296
Día 130,6,1,2213
Día 130,6,2,1876
Día 130,6,3,1045
Día 130,6,4,2383
Día 130,6,5,1726
Día 130,6,7,3750
Día 130,6,8,3208
Día 130,7,1,424
Día 130,7,2,1959
Día 130,7,3,1340
Día 130,7,4,411
Día 130,7,5,1356
Día 130,7,6,3679
Día 130,7,8,3423
Día 130,8,1,2816
Día 130,8,2,3399
Día 130,8,3,2844
Día 130,8,4,3102
Día 130,8,5,2229
Día 130,8,6,3342
Día 130,8,7,3503
Día 131,1,2,3389
Día 131,1,3,1331
Día 131,1,4,1297
Día 131,1,5,1001
Día 131,1,6,2567
Día 131,1,7,308
Día 131,1,8,2627
Día 131,2,1,3251
Día 131,2,3,2557
Día 131,2,4,3171
Día 131,2,5,2942
Día 131,2,6,1983
Día 131,2,7,1983
Día 131,2,8,3222
Día 131,3,1,1037
Día 131,3,2,2311
Día 131,3,4,940
Día 131,3,5,577
Día 131,3,6,1354
Día 131,3,7,1050
Día 131,3,8,2835
Día 131,4,1,1189
Día 131,4,2,3197
Día 131,4,3,902
Día 131,4,5,1287
Día 131,4,6,2279
Día 131,4,7,204
Día 131,4,8,3303
Día 131,5,1,1004
Día 131,5,2,2800
Día 131,5,3,333
Día 131,5,4,1344
Día 131,5,6,1692
Día 131,5,7,1208
Día 131,5,8,2290
Día 131,6,1,2342
Día 131,6,2,1822
Día 131,6,3,1153
Día 131,6,4,2555
Día 131,6,5,1718
Día 131,6,7,3515
Día 131,6,8,3346
Día 131,7,1,367
Día 131,7,2,1922
Día 131,7,3,1317
Día 131,7,4,442
Día 131,7,5,1108
Día 131,7,6,3443
Día 131,7,8,3587
Día 131,8,1,2975
Día 131,8,2,3281
Día 131,8,3,2899
Día 131,8,4,3175
Día 131,8,5,2513
Día 131,8,6,3164
Día 131,8,7,3456
Día 132,1,2,3200
Día 132,1,3,1241
Día 132,1,4,1252
Día 132,1,5,1265
Día 132,1,6,2564
Día 132,1,7,395
Día 132,1,8,2795
Día 132,2,1,3302
Día 132,2,3,2415
Día 132,2,4,3121
Día 132,2,5,2896
Día 132,2,6,1839
Día 132,2,7,1977
Día 132,2,8,3017
Día 132,3,1,1243
Día 132,3,2,2225
Día 132,3,4,985
Día 132,3,5,339
Día 132,3,6,1293
Día 132,3,7,1335
Día 132,3,8,2897
Día 132,4,1,1161
Día 132,4,2,3373
Día 132,4,3,715
Día 132,4,5,1294
Día 132,4,6,2557
Día 132,4,7,486
Día 132,4,8,3233
Día 132,5,1,1167
Día 132,5,2,2997
Día 132,5,3,413
Día 132,5,4,1285
Día 132,5,6,1689
Día 132,5,7,1149
Día 132,5,8,2231
Día 132,6,1,2564
Día 132,6,2,1989
Día 132,6,3,1368
Día 132,6,4,2219
Día 132,6,5,1417
Día 132,6,7,3577
Día 132,6,8,3047
Día 132,7,1,537
Día 132,7,2,2043
Día 132,7,3,1111
Día 132,7,4,581
Día 132,7,5,1239
Día 132,7,6,3684
Día 132,7,8,3696
Día 132,8,1,2811
Día 132,8,2,3200
Día 132,8,3,2621
Día 132,8,4,3356
Día 132,8,5,2599
Día 132,8,6,3312
Día 132,8,7,3742
Día 133,1,2,3280
Día 133,1,3,1342
Día 133,1,4,1034
Día 133,1,5,1017
Día 133,1,6,2484
Día 133,1,7,346
Día 133,1,8,2845
Día 133,2,1,3015
Día 133,2,3,2214
Día 133,2,4,3024
Día 133,2,5,2821
Día 133,2,6,2187
Día 133,2,7,2004
Día 133,2,8,3219
Día 133,3,1,1320
Día 133,3,2,2239
Día 133,3,4,838
Día 133,3,5,398
Día 133,3,6,1173
Día 133,3,7,1221
Día 133,3,8,2606
Día 133,4,1,1294
Día 133,4,2,3176
Día 133,4,3,758
Día 133,4,5,1045
Día 133,4,6,2296
Día 133,4,7,332
Día 133,4,8,3224
Día 133,5,1,1332
Día 133,5,2,2857
Día 133,5,3,257
Día 133,5,4,1211
Día 133,5,6,1630
Día 133,5,7,1322
Día 133,5,8,2334
Día 133,6,1,2546
Día 133,6,2,1857
Día 133,6,3,1027
Día 133,6,4,2410
Día 133,6,5,1701
Día 133,6,7,3779
Día 133,6,8,3209
Día 133,7,1,275
Día 133,7,2,1971
Día 133,7,3,1186
Día 133,7,4,476
Día 133,7,5,1223
Día 133,7,6,3680
Día 133,7,8,3765
Día 133,8,1,2945
Día 133,8,2,3178
Día 133,8,3,2836
Día 133,8,4,3104
Día 133,8,5,2465
Día 133,8,6,3141
Día 133,8,7,3415
Día 134,1,2,3353
Día 134,1,3,1363
Día 134,1,4,1094
Día 134,1,5,1086
Día 134,1,6,2391
Día 134,1,7,378
Día 134,1,8,2911
Día 134,2,1,3104
Día 134,2,3,2281
Día 134,2,4,3321
Día 134,2,5,2631
Día 134,2,6,2075
Día 134,2,7,1837
Día 134,2,8,3116
Día 134,3,1,1086
Día 134,3,2,2491
Día 134,3,4,741
Día 134,3,5,527
Día 134,3,6,1142
Día 134,3,7,1209
Día 134,3,8,2929
Día 134,4,1,1301
Día 134,4,2,3261
Día 134,4,3,784
Día 134,4,5,1050
Día 134,4,6,2266
Día 134,4,7,362
Día 134,4,8,3083
Día 134,5,1,1396
Día 134,5,2,2753
Día 134,5,3,533
Día 134,5,4,1239
Día 134,5,6,1452
Día 134,5,7,1229
Día 134,5,8,2557
Día 134,6,1,2246
Día 134,6,2,2113
Día 134,6,3,1246
Día 134,6,4,2426
Día 134,6,5,1712
Día 134,6,7,3493
Día 134,6,8,3086
Día 134,7,1,535
Día 134,7,2,2165
Día 134,7,3,1056
Día 134,7,4,252
Día 134,7,5,1297
Día 134,7,6,3454
Día 134,7,8,3590
Día 134,8,1,2744
Día 134,8,2,3379
Día 134,8,3,2971
Día 134,8,4,3340
Día 134,8,5,2494
Día 134,8,6,3372
Día 134,8,7,3617
Día 135,1,2,3349
Día 135,1,3,1169
Día 135,1,4,1111
Día 135,1,5,1171
Día 135,1,6,2303
Día 135,1,7,407
Día 135,1,8,2760
Día 135,2,1,3379
Día 135,2,3,2389
Día 135,2,4,3073
Día 135,2,5,2975
Día 135,2,6,1957
Día 135,2,7,2159
Día 135,2,8,3315
Día 135,3,1,1288
Día 135,3,2,2368
Día 135,3,4,972
Día 135,3,5,556
Día 135,3,6,1293
Día 135,3,7,1380
Día 135,3,8,2895
Día 135,4,1,1063
Día 135,4,2,3263
Día 135,4,3,748
Día 135,4,5,1155
Día 135,4,6,2548
Día 135,4,7,442
Día 135,4,8,3071
Día 135,5,1,1241
Día 135,5,2,2629
Día 135,5,3,347
Día 135,5,4,1028
Día 135,5,6,1481
Día 135,5,7,1306
Día 135,5,8,2350
Día 135,6,1,2225
Día 135,6,2,2187
Día 135,6,3,1073
Día 135,6,4,2362
Día 135,6,5,1747
Día 135,6,7,3790
Día 135,6,8,3386
Día 135,7,1,396
Día 135,7,2,2064
Día 135,7,3,1179
Día 135,7,4,391
Día 135,7,5,1348
Día 135,7,6,3531
Día 135,7,8,3436
Día 135,8,1,2776
Día 135,8,2,3172
Día 135,8,3,2931
Día 135,8,4,3092
Día 135,8,5,2333
Día 135,8,6,3035
Día 135,8,7,3675
Día 136,1,2,3346
Día 136,1,3,1241
Día 136,1,4,1220
Día 136,1,5,1037
Día 136,1,6,2530
Día 136,1,7,321
Día 136,1,8,2950
Día 136,2,1,3179
Día 136,2,3,2498
Día 136,2,4,3265
Día 136,2,5,2617
Día 136,2,6,2137
Día 136,2,7,2119
Día 136,2,8,3147
Día 136,3,1,1231
Día 136,3,2,2559
Día 136,3,4,774
Día 136,3,5,473
Día 136,3,6,1391
Día 136,3,7,1215
Día 136,3,8,2915
Día 136,4,1,1006
Día 136,4,2,3133
Día 136,4,3,976
Día 136,4,5,1262
Día 136,4,6,2442
Día 136,4,7,465
Día 136,4,8,3039
Día 136,5,1,1276
Día 136,5,2,2642
Día 136,5,3,578
Día 136,5,4,1054
Día 136,5,6,1474
Día 136,5,7,1153
Día 136,5,8,2293
Día 136,6,1,2274
Día 136,6,2,1976
Día 136,6,3,1141
Día 136,6,4,2356
Día 136,6,5,1491
Día 136,6,7,3503
Día 136,6,8,3039
Día 136,7,1,205
Día 136,7,2,1978
Día 136,7,3,1168
Día 136,7,4,513
Día 136,7,5,1058
Día 136,7,6,3692
Día 136,7,8,3506
Día 136,8,1,2937
Día 136,8,2,3095
Día 136,8,3,2932
Día 136,8,4,3123
Día 136,8,5,2245
Día 136,8,6,3288
Día 136,8,7,3596
Día 137,1,2,3319
Día 137,1,3,1366
Día 137,1,4,1024
Día 137,1,5,1280
Día 137,1,6,2553
Día 137,1,7,340
Día 137,1,8,2647
Día 137,2,1,3387
Día 137,2,3,2404
Día 137,2,4,3205
Día 137,2,5,2676
Día 137,2,6,1845
Día 137,2,7,2132
Día 137,2,8,3281
Día 137,3,1,1394
Día 137,3,2,2273
Día 137,3,4,759
Día 137,3,5,536
Día 137,3,6,1299
Día 137,3,7,1014
Día 137,3,8,2928
Día 137,4,1,1252
Día 137,4,2,3136
Día 137,4,3,861
Día 137,4,5,1146
Día 137,4,6,2405
Día 137,4,7,290
Día 137,4,8,3216
Día 137,5,1,1128
Día 137,5,2,2930
Día 137,5,3,472
Día 137,5,4,1127
Día 137,5,6,1722
Día 137,5,7,1068
Día 137,5,8,2291
Día 137,6,1,2282
Día 137,6,2,2033
Día 137,6,3,1265
Día 137,6,4,2238
Día 137,6,5,1481
Día 137,6,7,3651
Día 137,6,8,3328
Día 137,7,1,509
Día 137,7,2,2036
Día 137,7,3,1114
Día 137,7,4,491
Día 137,7,5,1313
Día 137,7,6,3546
Día 137,7,8,3451
Día 137,8,1,2852
Día 137,8,2,3006
Día 137,8,3,2611
Día 137,8,4,3049
Día 137,8,5,2474
Día 137,8,6,3107
Día 137,8,7,3760
Día 138,1,2,3306
Día 138,1,3,1298
Día 138,1,4,1234
Día 138,1,5,1128
Día 138,1,6,2570
Día 138,1,7,541
Día 138,1,8,2717
Día 138,2,1,3374
Día 138,2,3,2387
Día 138,2,4,3045
Día 138,2,5,2948
Día 138,2,6,2036
Día 138,2,7,1917
Día 138,2,8,3211
Día 138,3,1,1125
Día 138,3,2,2559
Día 138,3,4,735
Día 138,3,5,228
Día 138,3,6,1294
Día 138,3,7,1376
Día 138,3,8,2728
Día 138,4,1,1028
Día 138,4,2,3200
Día 138,4,3,956
Día 138,4,5,1066
Día 138,4,6,2529
Día 138,4,7,300
Día 138,4,8,3168
Día 138,5,1,1277
Día 138,5,2,2701
Día 138,5,3,480
Día 138,5,4,1371
Día 138,5,6,1708
Día 138,5,7,1366
Día 138,5,8,2494
Día 138,6,1,2230
Día 138,6,2,2035
Día 138,6,3,1340
Día 138,6,4,2599
Día 138,6,5,1421
Día 138,6,7,3747
Día 138,6,8,3028
Día 138,7,1,592
Día 138,7,2,1900
Día 138,7,3,1015
Día 138,7,4,390
Día 138,7,5,1254
Día 138,7,6,3451
Día 138,7,8,3656
Día 138,8,1,2672
Día 138,8,2,3150
Día 138,8,3,2601
Día 138,8,4,3211
Día 138,8,5,2426
Día 138,8,6,3158
Día 138,8,7,3742
Día 139,1,2,3351
Día 139,1,3,1319
Día 139,1,4,1352
Día 139,1,5,1289
Día 139,1,6,2510
Día 139,1,7,592
Día 139,1,8,2821
Día 139,2,1,3172
Día 139,2,3,2537
Día 139,2,4,3039
Día 139,2,5,2725
Día 139,2,6,1905
Día 139,2,7,2110
Día 139,2,8,3306
Día 139,3,1,1343
Día 139,3,2,2543
Día 139,3,4,881
Día 139,3,5,215
Día 139,3,6,1189
Día 139,3,7,1288
Día 139,3,8,2882
Día 139,4,1,1112
Día 139,4,2,3016
Día 139,4,3,752
Día 139,4,5,1234
Día 139,4,6,2506
Día 139,4,7,328
Día 139,4,8,3365
Día 139,5,1,1097
Día 139,5,2,2600
Día 139,5,3,329
Día 139,5,4,1400
Día 139,5,6,1659
Día 139,5,7,1223
Día 139,5,8,2313
Día 139,6,1,2351
Día 139,6,2,2077
Día 139,6,3,1330
Día 139,6,4,2516
Día 139,6,5,1742
Día 139,6,7,3713
Día 139,6,8,3212
Día 139,7,1,492
Día 139,7,2,1837
Día 139,7,3,1317
Día 139,7,4,467
Día 139,7,5,1086
Día 139,7,6,3773
Día 139,7,8,3608
Día 139,8,1,2805
Día 139,8,2,3311
Día 139,8,3,2758
Día 139,8,4,3173
Día 139,8,5,2502
Día 139,8,6,3382
Día 139,8,7,3770
Día 140,1,2,3072
Día 140,1,3,1010
Día 140,1,4,1349
Día 140,1,5,1174
Día 140,1,6,2261
Día 140,1,7,464
Día 140,1,8,2757
Día 140,2,1,3207
Día 140,2,3,2525
Día 140,2,4,3325
Día 140,2,5,2650
Día 140,2,6,1870
Día 140,2,7,1896
Día 140,2,8,3125
Día 140,3,1,1079
Día 140,3,2,2235
Día 140,3,4,944
Día 140,3,5,567
Día 140,3,6,1062
Día 140,3,7,1391
Día 140,3,8,2829
Día 140,4,1,1069
Día 140,4,2,3377
Día 140,4,3,797
Día 140,4,5,1062
Día 140,4,6,2397
Día 140,4,7,216
Día 140,4,8,3091
Día 140,5,1,1302
Día 140,5,2,2662
Día 140,5,3,552
Día 140,5,4,1069
Día 140,5,6,1716
Día 140,5,7,1129
Día 140,5,8,2292
Día 140,6,1,2483
Día 140,6,2,1864
Día 140,6,3,1190
Día 140,6,4,2342
Día 140,6,5,1800
Día 140,6,7,3697
Día 140,6,8,3267
Día 140,7,1,303
Día 140,7,2,1839
Día 140,7,3,1383
Día 140,7,4,545
Día 140,7,5,1359
Día 140,7,6,3444
Día 140,7,8,3730
Día 140,8,1,2766
Día 140,8,2,3317
Día 140,8,3,2956
Día 140,8,4,3161
Día 140,8,5,2447
Día 140,8,6,3343
Día 140,8,7,3708
Día 141,1,2,3366
Día 141,1,3,1382
Día 141,1,4,1019
Día 141,1,5,1251
Día 141,1,6,2587
Día 141,1,7,313
Día 141,1,8,2849
Día 141,2,1,3332
Día 141,2,3,2303
Día 141,2,4,3002
Día 141,2,5,2890
Día 141,2,6,1981
Día 141,2,7,2068
Día 141,2,8,3216
Día 141,3,1,1361
Día 141,3,2,2314
Día 141,3,4,818
Día 141,3,5,550
Día 141,3,6,1195
Día 141,3,7,1254
Día 141,3,8,2707
Día 141,4,1,1008
Día 141,4,2,3331
Día 141,4,3,685
Día 141,4,5,1091
Día 141,4,6,2522
Día 141,4,7,263
Día 141,4,8,3140
Día 141,5,1,1373
Día 141,5,2,2611
Día 141,5,3,549
Día 141,5,4,1382
Día 141,5,6,1646
Día 141,5,7,1146
Día 141,5,8,2280
Día 141,6,1,2441
Día 141,6,2,2114
Día 141,6,3,1139
Día 141,6,4,2581
Día 141,6,5,1595
Día 141,6,7,3582
Día 141,6,8,3370
Día 141,7,1,235
Día 141,7,2,1832
Día 141,7,3,1207
Día 141,7,4,236
Día 141,7,5,1395
Día 141,7,6,3779
Día 141,7,8,3477
Día 141,8,1,2921
Día 141,8,2,3360
Día 141,8,3,2861
Día 141,8,4,3196
Día 141,8,5,2518
Día 141,8,6,3187
Día 141,8,7,3435
Día 142,1,2,3308
Día 142,1,3,1300
Día 142,1,4,1253
Día 142,1,5,1011
Día 142,1,6,2496
Día 142,1,7,434
Día 142,1,8,2670
Día 142,2,1,3224
Día 142,2,3,2494
Día 142,2,4,3049
Día 142,2,5,2710
Día 142,2,6,2063
Día 142,2,7,1884
Día 142,2,8,3008
Día 142,3,1,1054
Día 142,3,2,2279
Día 142,3,4,925
Día 142,3,5,281
Día 142,3,6,1339
Día 142,3,7,1216
Día 142,3,8,2663
Día 142,4,1,1357
Día 142,4,2,3130
Día 142,4,3,803
Día 142,4,5,1215
Día 142,4,6,2308
Día 142,4,7,501
Día 142,4,8,3284
Día 142,5,1,1185
Día 142,5,2,2859
Día 142,5,3,424
Día 142,5,4,1090
Día 142,5,6,1735
Día 142,5,7,1102
Día 142,5,8,2591
Día 142,6,1,2337
Día 142,6,2,1817
Día 142,6,3,1347
Día 142,6,4,2425
Día 142,6,5,1698
Día 142,6,7,3637
Día 142,6,8,3379
Día 142,7,1,569
Día 142,7,2,2073
Día 142,7,3,1284
Día 142,7,4,240
Día 142,7,5,1098
Día 142,7,6,3546
Día 142,7,8,3630
Día 142,8,1,2683
Día 142,8,2,3341
Día 142,8,3,2773
Día 142,8,4,3210
Día 142,8,5,2432
Día 142,8,6,3113
Día 142,8,7,3468
Día 143,1,2,3149
Día 143,1,3,1168
Día 143,1,4,1032
Día 143,1,5,1378
Día 143,1,6,2369
Día 143,1,7,284
Día 143,1,8,2626
Día 143,2,1,3292
Día 143,2,3,2297
Día 143,2,4,3224
Día 143,2,5,2831
Día 143,2,6,2033
Día 143,2,7,2144
Día 143,2,8,3352
Día 143,3,1,1306
Día 143,3,2,2436
Día 143,3,4,813
Día 143,3,5,327
Día 143,3,6,1271
Día 143,3,7,1141
Día 143,3,8,2920
Día 143,4,1,1399
Día 143,4,2,3391
Día 143,4,3,928
Día 143,4,5,1349
Día 143,4,6,2481
Día 143,4,7,450
Día 143,4,8,3074
Día 143,5,1,1347
Día 143,5,2,2938
Día 143,5,3,289
Día 143,5,4,1353
Día 143,5,6,1526
Día 143,5,7,1263
Día 143,5,8,2342
Día 143,6,1,2359
Día 143,6,2,1917
Día 143,6,3,1398
Día 143,6,4,2560
Día 143,6,5,1601
Día 143,6,7,3594
Día 143,6,8,3063
Día 143,7,1,496
Día 143,7,2,1899
Día 143,7,3,1155
Día 143,7,4,251
Día 143,7,5,1309
Día 143,7,6,3566
Día 143,7,8,3503
Día 143,8,1,2717
Día 143,8,2,3247
Día 143,8,3,2897
Día 143,8,4,3131
Día 143,8,5,2306
Día 143,8,6,3304
Día 143,8,7,3780
Día 144,1,2,3096
Día 144,1,3,1295
Día 144,1,4,1165
Día 144,1,5,1027
Día 144,1,6,2247
Día 144,1,7,526
Día 144,1,8,2741
Día 144,2,1,3135
Día 144,2,3,2506
Día 144,2,4,3350
Día 144,2,5,2968
Día 144,2,6,1900
Día 144,2,7,1915
Día 144,2,8,3369
Día 144,3,1,1203
Día 144,3,2,2234
Día 144,3,4,921
Día 144,3,5,377
Día 144,3,6,1215
Día 144,3,7,1012
Día 144,3,8,2970
Día 144,4,1,1244
Día 144,4,2,3320
Día 144,4,3,832
Día 144,4,5,1397
Día 144,4,6,2311
Día 144,4,7,368
Día 144,4,8,3385
Día 144,5,1,1163
Día 144,5,2,2637
Día 144,5,3,378
Día 144,5,4,1271
Día 144,5,6,1775
Día 144,5,7,1302
Día 144,5,8,2378
Día 144,6,1,2200
Día 144,6,2,2172
Día 144,6,3,1379
Día 144,6,4,2477
Día 144,6,5,1712
Día 144,6,7,3589
Día 144,6,8,3026
Día 144,7,1,539
Día 144,7,2,1834
Día 144,7,3,1178
Día 144,7,4,562
Día 144,7,5,1278
Día 144,7,6,3460
Día 144,7,8,3568
Día 144,8,1,2866
Día 144,8,2,3050
Día 144,8,3,2602
Día 144,8,4,3374
Día 144,8,5,2509
Día 144,8,6,3204
Día 144,8,7,3543
Día 145,1,2,3353
Día 145,1,3,1301
Día 145,1,4,1036
Día 145,1,5,1207
Día 145,1,6,2215
Día 145,1,7,452
Día 145,1,8,2629
Día 145,2,1,3081
Día 145,2,3,2396
Día 145,2,4,3071
Día 145,2,5,2803
Día 145,2,6,1835
Día 145,2,7,1952
Día 145,2,8,3162
Día 145,3,1,1098
Día 145,3,2,2569
Día 145,3,4,711
Día 145,3,5,444
Día 145,3,6,1267
Día 145,3,7,1096
Día 145,3,8,2943
Día 145,4,1,1191
Día 145,4,2,3020
Día 145,4,3,874
Día 145,4,5,1287
Día 145,4,6,2440
Día 145,4,7,518
Día 145,4,8,3235
Día 145,5,1,1043
Día 145,5,2,2617
Día 145,5,3,295
Día 145,5,4,1206
Día 145,5,6,1597
Día 145,5,7,1096
Día 145,5,8,2488
Día 145,6,1,2335
Día 145,6,2,1924
Día 145,6,3,1054
Día 145,6,4,2227
Día 145,6,5,1638
Día 145,6,7,3578
Día 145,6,8,3391
Día 145,7,1,248
Día 145,7,2,2024
Día 145,7,3,1128
Día 145,7,4,350
Día 145,7,5,1140
Día 145,7,6,3781
Día 145,7,8,3422
Día 145,8,1,2688
Día 145,8,2,3221
Día 145,8,3,2612
Día 145,8,4,3340
Día 145,8,5,2339
Día 145,8,6,3080
Día 145,8,7,3709
Día 146,1,2,3068
Día 146,1,3,1125
Día 146,1,4,1237
Día 146,1,5,1129
Día 146,1,6,2207
Día 146,1,7,299
Día 146,1,8,2822
Día 146,2,1,3348
Día 146,2,3,2228
Día 146,2,4,3048
Día 146,2,5,2705
Día 146,2,6,1800
Día 146,2,7,1967
Día 146,2,8,3035
Día 146,3,1,1146
Día 146,3,2,2305
Día 146,3,4,716
Día 146,3,5,293
Día 146,3,6,1227
Día 146,3,7,1072
Día 146,3,8,2860
Día 146,4,1,1011
Día 146,4,2,3087
Día 146,4,3,767
Día 146,4,5,1240
Día 146,4,6,2548
Día 146,4,7,364
Día 146,4,8,3005
Día 146,5,1,1094
Día 146,5,2,2982
Día 146,5,3,600
Día 146,5,4,1368
Día 146,5,6,1548
Día 146,5,7,1204
Día 146,5,8,2564
Día 146,6,1,2209
Día 146,6,2,2104
Día 146,6,3,1130
Día 146,6,4,2310
Día 146,6,5,1450
Día 146,6,7,3763
Día 146,6,8,3073
Día 146,7,1,490
Día 146,7,2,2166
Día 146,7,3,1374
Día 146,7,4,367
Día 146,7,5,1318
Día 146,7,6,3562
Día 146,7,8,3521
Día 146,8,1,2938
Día 146,8,2,3240
Día 146,8,3,2758
Día 146,8,4,3234
Día 146,8,5,2537
Día 146,8,6,3275
Día 146,8,7,3721
Día 147,1,2,3316
Día 147,1,3,1102
Día 147,1,4,1036
Día 147,1,5,1213
Día 147,1,6,2457
Día 147,1,7,387
Día 147,1,8,2848
Día 147,2,1,3366
Día 147,2,3,2374
Día 147,2,4,3348
Día 147,2,5,2654
Día 147,2,6,1886
Día 147,2,7,2199
Día 147,2,8,3114
Día 147,3,1,1059
Día 147,3,2,2282
Día 147,3,4,684
Día 147,3,5,565
Día 147,3,6,1123
Día 147,3,7,1255
Día 147,3,8,2839
Día 147,4,1,1193
Día 147,4,2,3040
Día 147,4,3,935
Día 147,4,5,1378
Día 147,4,6,2299
Día 147,4,7,444
Día 147,4,8,3279
Día 147,5,1,1179
Día 147,5,2,2725
Día 147,5,3,485
Día 147,5,4,1208
Día 147,5,6,1545
Día 147,5,7,1357
Día 147,5,8,2204
Día 147,6,1,2472
Día 147,6,2,2179
Día 147,6,3,1106
Día 147,6,4,2446
Día 147,6,5,1487
Día 147,6,7,3612
Día 147,6,8,3024
Día 147,7,1,391
Día 147,7,2,1913
Día 147,7,3,1266
Día 147,7,4,547
Día 147,7,5,1055
Día 147,7,6,3666
Día 147,7,8,3557
Día 147,8,1,2635
Día 147,8,2,3372
Día 147,8,3,2794
Día 147,8,4,3164
Día 147,8,5,2502
Día 147,8,6,3283
Día 147,8,7,3616
Día 148,1,2,3127
Día 148,1,3,1026
Día 148,1,4,1040
Día 148,1,5,1146
Día 148,1,6,2346
Día 148,1,7,430
Día 148,1,8,2709
Día 148,2,1,3022
Día 148,2,3,2472
Día 148,2,4,3395
Día 148,2,5,2766
Día 148,2,6,1940
Día 148,2,7,2020
Día 148,2,8,3298
Día 148,3,1,1053
Día 148,3,2,2503
Día 148,3,4,932
Día 148,3,5,346
Día 148,3,6,1359
Día 148,3,7,1075
Día 148,3,8,2669
Día 148,4,1,1386
Día 148,4,2,3030
Día 148,4,3,718
Día 148,4,5,1032
Día 148,4,6,2268
Día 148,4,7,351
Día 148,4,8,3336
Día 148,5,1,1255
Día 148,5,2,2658
Día 148,5,3,255
Día 148,5,4,1024
Día 148,5,6,1632
Día 148,5,7,1068
Día 148,5,8,2237
Día 148,6,1,2226
Día 148,6,2,2168
Día 148,6,3,1386
Día 148,6,4,2535
Día 148,6,5,1600
Día 148,6,7,3647
Día 148,6,8,3079
Día 148,7,1,478
Día 148,7,2,1956
Día 148,7,3,1064
Día 148,7,4,560
Día 148,7,5,1324
Día 148,7,6,3426
Día 148,7,8,3780
Día 148,8,1,2938
Día 148,8,2,3400
Día 148,8,3,2997
Día 148,8,4,3229
Día 148,8,5,2594
Día 148,8,6,3004
Día 148,8,7,3421
Día 149,1,2,3053
Día 149,1,3,1301
Día 149,1,4,1054
Día 149,1,5,1367
Día 149,1,6,2456
Día 149,1,7,516
Día 149,1,8,2839
Día 149,2,1,3023
Día 149,2,3,2481
Día 149,2,4,3239
Día 149,2,5,2947
Día 149,2,6,2146
Día 149,2,7,2064
Día 149,2,8,3356
Día 149,3,1,1179
Día 149,3,2,2328
Día 149,3,4,843
Día 149,3,5,463
Día 149,3,6,1084
Día 149,3,7,1066
Día 149,3,8,2975
Día 149,4,1,1330
Día 149,4,2,3158
Día 149,4,3,718
Día 149,4,5,1053
Día 149,4,6,2362
Día 149,4,7,252
Día 149,4,8,3064
Día 149,5,1,1298
Día 149,5,2,2857
Día 149,5,3,207
Día 149,5,4,1172
Día 149,5,6,1581
Día 149,5,7,1296
Día 149,5,8,2355
Día 149,6,1,2513
Día 149,6,2,2021
Día 149,6,3,1017
Día 149,6,4,2297
Día 149,6,5,1410
Día 149,6,7,3501
Día 149,6,8,3270
Día 149,7,1,571
Día 149,7,2,2160
Día 149,7,3,1145
Día 149,7,4,494
Día 149,7,5,1073
Día 149,7,6,3754
Día 149,7,8,3476
Día 149,8,1,2972
Día 149,8,2,3320
Día 149,8,3,2889
Día 149,8,4,3021
Día 149,8,5,2349
Día 149,8,6,3398
Día 149,8,7,3758
Día 150,1,2,3269
Día 150,1,3,1353
Día 150,1,4,1022
Día 150,1,5,1025
Día 150,1,6,2434
Día 150,1,7,225
Día 150,1,8,2708
